requests,timestamp,encryptionTime_s,cpuUserDelta_s,cpuSystemDelta_s,rss_MB,heapTotal_MB,heapUsed_MB,external_MB
100,2025-02-25T17:07:19.873Z,1.418,1.198993,0.169641,336.43359375,168.70703125,143.97916412353516,60.60769271850586
100,2025-02-25T17:07:19.910Z,1.452,1.219037,0.178597,327.078125,158.734375,137.74429321289062,40.67437267303467
100,2025-02-25T17:07:19.916Z,1.456,1.222258,0.179445,325.2734375,157.25390625,121.50599670410156,40.30331611633301
100,2025-02-25T17:07:19.921Z,1.461,1.227033,0.179448,325.7890625,157.671875,122.34872436523438,40.75606632232666
100,2025-02-25T17:07:19.926Z,1.466,1.231931,0.179468,326.046875,158.08984375,123.13626098632812,41.20907402038574
100,2025-02-25T17:07:19.931Z,1.471,1.236946,0.179471,326.5625,158.5078125,123.97917175292969,41.66200637817383
200,2025-02-25T17:07:20.804Z,0.842,0.890755,0.094836,366.53515625,151.71484375,119.06464385986328,17.154980659484863
200,2025-02-25T17:07:20.809Z,0.847,0.895277,0.094836,367.05078125,152.1328125,120.02588653564453,17.607820510864258
200,2025-02-25T17:07:20.815Z,0.853,0.901206,0.094836,367.30859375,152.55078125,120.86767578125,18.06075668334961
200,2025-02-25T17:07:20.821Z,0.858,0.907147,0.094836,367.82421875,152.96875,121.65519714355469,18.513712882995605
200,2025-02-25T17:07:20.827Z,0.864,0.912583,0.094836,368.33984375,153.38671875,122.49919891357422,18.966699600219727
200,2025-02-25T17:07:20.832Z,0.869,0.917384,0.094836,368.59765625,153.8046875,123.34229278564453,19.419837951660156
200,2025-02-25T17:07:20.838Z,0.875,0.922451,0.094836,369.11328125,154.22265625,124.12989807128906,19.872896194458008
200,2025-02-25T17:07:20.843Z,0.88,0.927369,0.094836,369.62890625,154.640625,124.97272491455078,20.325721740722656
200,2025-02-25T17:07:20.848Z,0.885,0.932359,0.094836,369.88671875,155.05859375,125.81782531738281,20.77883529663086
200,2025-02-25T17:07:20.854Z,0.891,0.938053,0.094836,370.40234375,155.4765625,126.60323333740234,21.2316837310791
200,2025-02-25T17:07:20.860Z,0.896,0.943386,0.094836,370.66015625,155.89453125,127.4461898803711,21.684693336486816
200,2025-02-25T17:07:20.865Z,0.902,0.948499,0.094836,371.17578125,156.3125,128.28912353515625,22.137649536132812
200,2025-02-25T17:07:20.871Z,0.907,0.953913,0.094836,371.69140625,156.73046875,129.07669067382812,22.590673446655273
200,2025-02-25T17:07:20.876Z,0.912,0.95923,0.094836,371.94921875,157.1484375,129.91961669921875,23.043599128723145
200,2025-02-25T17:07:20.881Z,0.917,0.963975,0.094834,372.46484375,157.56640625,130.76256561279297,23.496570587158203
200,2025-02-25T17:07:20.887Z,0.923,0.96927,0.094823,372.72265625,157.984375,131.55008697509766,23.949522972106934
200,2025-02-25T17:07:20.893Z,0.929,0.975187,0.094813,373.23828125,158.40234375,132.3929214477539,24.4024019241333
200,2025-02-25T17:07:20.901Z,0.937,0.983016,0.094803,373.75390625,158.8203125,133.23987579345703,24.855401039123535
200,2025-02-25T17:07:20.906Z,0.942,0.988087,0.094792,374.01171875,159.23828125,134.02324676513672,25.308122634887695
200,2025-02-25T17:07:20.912Z,0.948,0.993049,0.094781,374.52734375,159.65625,134.8727264404297,25.761199951171875
200,2025-02-25T17:07:20.918Z,0.954,0.998943,0.09477,375.04296875,160.07421875,135.71590423583984,26.276638984680176
200,2025-02-25T17:07:20.925Z,0.961,1.006129,0.09476,362.71875,147.8359375,108.59613800048828,25.936524391174316
200,2025-02-25T17:07:20.930Z,0.966,1.011337,0.094749,363.234375,148.25390625,109.43937683105469,26.452024459838867
200,2025-02-25T17:07:20.936Z,0.971,1.016637,0.094736,363.75,148.671875,110.22644805908203,26.904850959777832
200,2025-02-25T17:07:20.941Z,0.976,1.020513,0.094549,364.265625,149.08984375,111.06970977783203,27.42036247253418
200,2025-02-25T17:07:20.947Z,0.982,1.025584,0.094534,364.5234375,149.5078125,111.9126205444336,27.935799598693848
200,2025-02-25T17:07:20.952Z,0.987,1.0255,0.100116,365.0390625,149.92578125,112.69995880126953,28.388919830322266
200,2025-02-25T17:07:20.959Z,0.994,1.03021,0.101491,365.5546875,150.34375,113.54328155517578,28.904486656188965
200,2025-02-25T17:07:20.965Z,1,1.03534,0.102134,366.0703125,150.76171875,114.38633728027344,29.420087814331055
200,2025-02-25T17:07:20.970Z,1.005,1.040781,0.102125,366.328125,151.1796875,115.17321014404297,29.872740745544434
200,2025-02-25T17:07:20.976Z,1.011,1.045799,0.10219,366.84375,151.59765625,116.01639556884766,30.3881893157959
